locus_tag	ftype	length_bp	gene	EC_number	COG	product
AJBIFGEO_00424	tRNA	93				tRNA-Pro(ggg)
AJBIFGEO_00425	CDS	834	cysA1_1	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
AJBIFGEO_00426	CDS	1170	moeZ_1		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
AJBIFGEO_00427	CDS	462				IS256 family transposase IS1081
AJBIFGEO_00428	CDS	834	cysA1_2	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
AJBIFGEO_00429	CDS	273	sseC2			putative protein
AJBIFGEO_00430	CDS	444	moaE1	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 1
AJBIFGEO_00431	CDS	603				hypothetical protein
AJBIFGEO_00432	CDS	447				hypothetical protein
AJBIFGEO_00433	CDS	492				hypothetical protein
AJBIFGEO_00434	CDS	360				hypothetical protein
AJBIFGEO_00435	CDS	102				hypothetical protein
AJBIFGEO_00436	CDS	180				hypothetical protein
AJBIFGEO_00437	CDS	624	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
AJBIFGEO_00438	CDS	534				hypothetical protein
AJBIFGEO_00439	CDS	909				hypothetical protein
AJBIFGEO_00440	CDS	399	espR			Nucleoid-associated protein EspR
AJBIFGEO_00441	CDS	657				hypothetical protein
AJBIFGEO_00442	CDS	285				hypothetical protein
AJBIFGEO_00443	CDS	405				hypothetical protein
AJBIFGEO_00444	CDS	474	rraA	4.1.3.17	COG0684	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase
AJBIFGEO_00445	CDS	1470	ethA_1	1.14.13.-	COG2072	FAD-containing monooxygenase EthA
AJBIFGEO_00446	CDS	651	ethR_1			HTH-type transcriptional regulator EthR
AJBIFGEO_00447	CDS	1008	ycdX	3.1.3.-		phosphatase YcdX
AJBIFGEO_00448	CDS	198				hypothetical protein
AJBIFGEO_00449	CDS	141				hypothetical protein
AJBIFGEO_00450	CDS	1467	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
AJBIFGEO_00451	CDS	4584	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
AJBIFGEO_00452	CDS	876	espI_1		COG0455	ESX-1 secretion-associated protein EspI
AJBIFGEO_00453	CDS	291	whiB6			putative transcriptional regulator WhiB6
AJBIFGEO_00454	CDS	1113				hypothetical protein
AJBIFGEO_00455	CDS	186				hypothetical protein
AJBIFGEO_00456	CDS	363				hypothetical protein
AJBIFGEO_00457	CDS	1008				hypothetical protein
AJBIFGEO_00458	CDS	1953			COG2771	Putative HTH-type transcriptional regulator
AJBIFGEO_00459	CDS	1425				hypothetical protein
AJBIFGEO_00460	CDS	438				hypothetical protein
AJBIFGEO_00461	CDS	1278	yhjE			Inner membrane metabolite transport protein YhjE
AJBIFGEO_00462	CDS	987	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
AJBIFGEO_00463	CDS	1065	dapE_2	3.5.1.18	COG0624	Putative succinyl-diaminopimelate desuccinylase DapE
AJBIFGEO_00464	CDS	585				hypothetical protein
AJBIFGEO_00465	CDS	1686				hypothetical protein
AJBIFGEO_00466	CDS	564	log	3.2.2.-	COG1611	Cytokinin riboside 5'-monophosphate phosphoribohydrolase
AJBIFGEO_00467	CDS	1794	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
AJBIFGEO_00468	CDS	246				hypothetical protein
AJBIFGEO_00469	CDS	825	folP2		COG0294	Inactive dihydropteroate synthase 2
AJBIFGEO_00470	CDS	975	gpgS	2.4.1.266	COG0463	Glucosyl-3-phosphoglycerate synthase
AJBIFGEO_00471	CDS	369				hypothetical protein
AJBIFGEO_00472	CDS	615	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
AJBIFGEO_00473	CDS	168				hypothetical protein
AJBIFGEO_00474	CDS	1164	glgM	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
AJBIFGEO_00475	CDS	1215	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
AJBIFGEO_00476	CDS	333				PE-PGRS family protein PE_PGRS16
AJBIFGEO_00477	CDS	1686	cocE_1	3.1.1.84		Cocaine esterase
AJBIFGEO_00478	CDS	675				hypothetical protein
AJBIFGEO_00479	CDS	1647			COG3559	Multidrug efflux system permease protein
AJBIFGEO_00480	CDS	612		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
AJBIFGEO_00481	CDS	654				hypothetical protein
AJBIFGEO_00482	CDS	147				hypothetical protein
AJBIFGEO_00483	CDS	132				hypothetical protein
AJBIFGEO_00484	CDS	717				hypothetical protein
AJBIFGEO_00485	CDS	390				hypothetical protein
AJBIFGEO_00486	CDS	159				hypothetical protein
AJBIFGEO_00487	CDS	696				hypothetical protein
AJBIFGEO_00488	CDS	1161				hypothetical protein
AJBIFGEO_00489	CDS	1059			COG1702	PhoH-like protein
AJBIFGEO_00490	CDS	534	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
AJBIFGEO_00491	CDS	1308				hypothetical protein
AJBIFGEO_00492	CDS	342				hypothetical protein
AJBIFGEO_00493	CDS	930	era		COG1159	GTPase Era
AJBIFGEO_00494	CDS	1455	amiA2	3.5.1.4	COG0154	Putative amidase AmiA2
AJBIFGEO_00495	CDS	798	recO			DNA repair protein RecO
AJBIFGEO_00496	CDS	891	uppS	2.5.1.86	COG0020	Decaprenyl diphosphate synthase
AJBIFGEO_00497	CDS	429				hypothetical protein
AJBIFGEO_00498	CDS	393	zur		COG0735	Zinc uptake regulation protein
AJBIFGEO_00499	CDS	408	smtB		COG0640	HTH-type transcriptional repressor SmtB
AJBIFGEO_00500	CDS	1455	glyQS	6.1.1.14	COG0423	Glycine--tRNA ligase
AJBIFGEO_00501	CDS	126				hypothetical protein
AJBIFGEO_00502	CDS	867			COG2141	putative protein
AJBIFGEO_00503	CDS	621				hypothetical protein
AJBIFGEO_00504	CDS	1035				hypothetical protein
AJBIFGEO_00505	CDS	1554	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
AJBIFGEO_00506	CDS	1533	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
AJBIFGEO_00507	CDS	1080	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
AJBIFGEO_00508	CDS	1470	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
AJBIFGEO_00509	CDS	1575	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
AJBIFGEO_00510	CDS	1233	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
AJBIFGEO_00511	CDS	1485	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
AJBIFGEO_00512	CDS	945	ftsQ		COG1589	Cell division protein FtsQ
AJBIFGEO_00513	CDS	1140	ftsZ		COG0206	Cell division protein FtsZ
AJBIFGEO_00514	CDS	804		1.10.3.-	COG1496	Polyphenol oxidase
AJBIFGEO_00515	CDS	777			COG0325	Pyridoxal phosphate homeostasis protein
AJBIFGEO_00516	CDS	657	sepF		COG1799	Cell division protein SepF
AJBIFGEO_00517	CDS	288				hypothetical protein
AJBIFGEO_00518	CDS	783			COG3599	Cell wall synthesis protein Wag31
AJBIFGEO_00519	CDS	357				hypothetical protein
AJBIFGEO_00520	CDS	1059	pyrE_1	2.4.2.10		Orotate phosphoribosyltransferase
AJBIFGEO_00521	CDS	216	parD2			Antitoxin ParD2
AJBIFGEO_00522	CDS	318	parE2			Toxin ParE2
AJBIFGEO_00523	tRNA	87				tRNA-Leu(gag)
AJBIFGEO_00524	CDS	1347	dapE_3	3.5.1.18		Succinyl-diaminopimelate desuccinylase
AJBIFGEO_00525	CDS	531				hypothetical protein
AJBIFGEO_00526	CDS	1119	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
AJBIFGEO_00527	CDS	282				hypothetical protein
AJBIFGEO_00528	CDS	1026				hypothetical protein
AJBIFGEO_00529	CDS	309				hypothetical protein
AJBIFGEO_00530	CDS	831	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
AJBIFGEO_00531	CDS	711	pspA_1	3.1.3.3	COG0406	Phosphoserine phosphatase 1
AJBIFGEO_00532	CDS	588				hypothetical protein
AJBIFGEO_00533	CDS	837				hypothetical protein
AJBIFGEO_00534	CDS	159				hypothetical protein
AJBIFGEO_00535	CDS	246				hypothetical protein
AJBIFGEO_00536	CDS	804	cysQ	3.1.3.7	COG1218	3'-phosphoadenosine 5'-phosphate phosphatase
AJBIFGEO_00537	CDS	1245	mshC	6.3.1.13	COG0215	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
AJBIFGEO_00538	CDS	882	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
AJBIFGEO_00539	CDS	204				hypothetical protein
AJBIFGEO_00540	CDS	1470	ansP1		COG1113	L-asparagine permease 1
AJBIFGEO_00541	CDS	207			COG3391	PE-PGRS family protein PE_PGRS17
AJBIFGEO_00542	CDS	516			COG2110	putative protein
AJBIFGEO_00543	CDS	309				hypothetical protein
AJBIFGEO_00544	CDS	486	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
AJBIFGEO_00545	CDS	912		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
AJBIFGEO_00546	CDS	1026		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
AJBIFGEO_00547	CDS	1131		1.13.12.-	COG2070	Putative monooxygenase
AJBIFGEO_00548	CDS	927	ctaB	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
AJBIFGEO_00549	CDS	492				hypothetical protein
AJBIFGEO_00550	CDS	696				hypothetical protein
AJBIFGEO_00551	CDS	1443	eccB1_1	3.6.-.-		ESX-1 secretion system ATPase EccB1
AJBIFGEO_00552	CDS	1722	eccA1		COG0464	ESX-1 secretion system protein EccA1
AJBIFGEO_00553	CDS	180	espH_2			ESX-1 secretion-associated protein EspH
AJBIFGEO_00554	CDS	438			COG3039	IS5 family transposase ISMt1
AJBIFGEO_00555	CDS	543				hypothetical protein
AJBIFGEO_00556	CDS	1026				hypothetical protein
AJBIFGEO_00557	CDS	585				hypothetical protein
AJBIFGEO_00558	CDS	882				hypothetical protein
AJBIFGEO_00559	CDS	1176				putative PPE family protein PPE38
AJBIFGEO_00560	CDS	894	moaR1		COG3629	Transcriptional regulatory protein MoaR1
AJBIFGEO_00561	CDS	270				hypothetical protein
AJBIFGEO_00562	CDS	240				hypothetical protein
AJBIFGEO_00563	CDS	960				hypothetical protein
AJBIFGEO_00564	CDS	2004				hypothetical protein
AJBIFGEO_00565	CDS	1932	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
AJBIFGEO_00566	CDS	867	cbiX	4.99.1.3	COG2138	Sirohydrochlorin cobaltochelatase
AJBIFGEO_00567	CDS	765	cysH	1.8.4.8	COG0175	putative phosphoadenosine phosphosulfate reductase
AJBIFGEO_00568	CDS	1668	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
AJBIFGEO_00569	CDS	1008	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
AJBIFGEO_00570	CDS	879	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
AJBIFGEO_00571	CDS	795	mtnP	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
AJBIFGEO_00572	CDS	1713				hypothetical protein
AJBIFGEO_00573	CDS	948	sigJ			ECF RNA polymerase sigma factor SigJ
AJBIFGEO_00574	CDS	1317		2.6.1.-	COG0161	putative aminotransferase
AJBIFGEO_00575	CDS	1218				hypothetical protein
AJBIFGEO_00576	CDS	1509	galP			Galactose-proton symporter
AJBIFGEO_00577	CDS	1152	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
AJBIFGEO_00578	CDS	846				hypothetical protein
AJBIFGEO_00579	CDS	312				hypothetical protein
AJBIFGEO_00580	CDS	441	merR1			Mercuric resistance operon regulatory protein
AJBIFGEO_00581	CDS	870	yhjD		COG1295	Inner membrane protein YhjD
AJBIFGEO_00582	CDS	1011	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
AJBIFGEO_00583	CDS	822			COG0596	putative protein
AJBIFGEO_00584	CDS	1230	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
AJBIFGEO_00585	CDS	213				hypothetical protein
AJBIFGEO_00586	CDS	1350	metY	2.5.1.49	COG2873	O-acetyl-L-homoserine sulfhydrylase
AJBIFGEO_00587	CDS	1140	metXA	2.3.1.31	COG2021	Homoserine O-acetyltransferase
AJBIFGEO_00588	CDS	711		2.1.1.-	COG0500	putative methyltransferase
AJBIFGEO_00589	CDS	1539				PPE family protein PPE34
AJBIFGEO_00590	CDS	1248	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
AJBIFGEO_00591	CDS	885	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
AJBIFGEO_00592	CDS	498				hypothetical protein
AJBIFGEO_00593	CDS	1062	pat	2.6.1.-	COG0079	Putative phenylalanine aminotransferase
AJBIFGEO_00594	tRNA	90				tRNA-Ser(gct)
AJBIFGEO_00595	tRNA	74				tRNA-Arg(acg)
AJBIFGEO_00596	CDS	327				hypothetical protein
AJBIFGEO_00597	CDS	192				hypothetical protein
AJBIFGEO_00598	CDS	183				hypothetical protein
AJBIFGEO_00599	CDS	576				hypothetical protein
AJBIFGEO_00600	CDS	273				hypothetical protein
AJBIFGEO_00601	CDS	162				hypothetical protein
AJBIFGEO_00602	CDS	360				hypothetical protein
AJBIFGEO_00603	CDS	945		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
AJBIFGEO_00604	CDS	825				putative protein
AJBIFGEO_00605	CDS	705	tcrX_1		COG0745	putative transcriptional regulatory protein TcrX
AJBIFGEO_00606	CDS	1437	tcrY_1	2.7.13.3		putative sensor histidine kinase TcrY
AJBIFGEO_00607	CDS	480	lpqH_1			Lipoprotein LpqH
AJBIFGEO_00608	CDS	228				Antitoxin
AJBIFGEO_00609	CDS	303				Toxin
AJBIFGEO_00610	CDS	222	vapB2			Antitoxin VapB2
AJBIFGEO_00611	CDS	426	vapC2	3.1.-.-	COG1487	Ribonuclease VapC2
AJBIFGEO_00612	CDS	633				hypothetical protein
AJBIFGEO_00613	CDS	909				hypothetical protein
AJBIFGEO_00614	CDS	897				hypothetical protein
AJBIFGEO_00615	CDS	213				hypothetical protein
AJBIFGEO_00616	CDS	315				hypothetical protein
AJBIFGEO_00617	CDS	651				hypothetical protein
AJBIFGEO_00618	CDS	264				hypothetical protein
AJBIFGEO_00619	CDS	636				hypothetical protein
AJBIFGEO_00620	CDS	414				hypothetical protein
AJBIFGEO_00621	CDS	231				hypothetical protein
AJBIFGEO_00622	CDS	702				Putative inactive phenolphthiocerol synthesis polyketide synthase type I Pks15
AJBIFGEO_00623	CDS	192				hypothetical protein
AJBIFGEO_00624	CDS	303		2.3.1.-	COG3424	Polyketide synthase-like Pks10
AJBIFGEO_00625	CDS	648				hypothetical protein
AJBIFGEO_00626	CDS	300				PE family protein PE13
AJBIFGEO_00627	CDS	1182				PPE family protein PPE26
AJBIFGEO_00628	CDS	249				hypothetical protein
AJBIFGEO_00629	CDS	1920	bacA		COG4178	Vitamin B12 transport ATP-binding protein BacA
AJBIFGEO_00630	CDS	1644	ilvG	2.2.1.6	COG0028	Acetolactate synthase large subunit IlvG
AJBIFGEO_00631	CDS	2337	secA2		COG0653	Protein translocase subunit SecA 2
AJBIFGEO_00632	CDS	630	pgsA2	2.7.8.41	COG0558	Putative cardiolipin synthase
AJBIFGEO_00633	CDS	930				hypothetical protein
AJBIFGEO_00634	CDS	333				hypothetical protein
AJBIFGEO_00635	CDS	879				hypothetical protein
AJBIFGEO_00636	CDS	405	gcvH		COG0509	Glycine cleavage system H protein
AJBIFGEO_00637	CDS	489				putative protein
AJBIFGEO_00638	CDS	744			COG0789	putative HTH-type transcriptional regulator
AJBIFGEO_00639	CDS	495			COG1259	putative protein
AJBIFGEO_00640	CDS	633			COG0789	putative HTH-type transcriptional regulator
AJBIFGEO_00641	CDS	258				hypothetical protein
AJBIFGEO_00642	CDS	2826	gcvP	1.4.4.2	COG0403	putative glycine dehydrogenase (decarboxylating)
AJBIFGEO_00643	CDS	861	dhmA2_1	3.8.1.5		Haloalkane dehalogenase 2
AJBIFGEO_00644	CDS	765	dhmA	3.8.1.5		Haloalkane dehalogenase
AJBIFGEO_00645	CDS	1809		3.1.1.-		Putative serine esterase
AJBIFGEO_00646	CDS	2034				putative protein
AJBIFGEO_00647	CDS	606	rpsD		COG0522	30S ribosomal protein S4
AJBIFGEO_00648	CDS	420	rpsK		COG0100	30S ribosomal protein S11
AJBIFGEO_00649	CDS	375	rpsM		COG0099	30S ribosomal protein S13
AJBIFGEO_00650	CDS	222	infA		COG0361	Translation initiation factor IF-1
AJBIFGEO_00651	CDS	858				hypothetical protein
AJBIFGEO_00652	CDS	996	rmlB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
AJBIFGEO_00653	CDS	609	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
AJBIFGEO_00654	CDS	477				hypothetical protein
AJBIFGEO_00655	CDS	240				hypothetical protein
AJBIFGEO_00656	CDS	165				hypothetical protein
AJBIFGEO_00657	CDS	315				hypothetical protein
AJBIFGEO_00658	CDS	711				hypothetical protein
AJBIFGEO_00659	CDS	225				hypothetical protein
AJBIFGEO_00660	CDS	1104				hypothetical protein
AJBIFGEO_00661	CDS	723		3.2.1.17		Putative peptidoglycan hydrolase
AJBIFGEO_00662	CDS	228				Putative antitoxin VapB17
AJBIFGEO_00663	CDS	402		3.1.-.-		Ribonuclease VapC17
AJBIFGEO_00664	CDS	921	mrr		COG1715	Mrr restriction system protein
AJBIFGEO_00665	CDS	951				hypothetical protein
AJBIFGEO_00666	CDS	420		3.1.-.-		Ribonuclease VapC39
AJBIFGEO_00667	CDS	225				Antitoxin VapB39
AJBIFGEO_00668	CDS	390				hypothetical protein
AJBIFGEO_00669	CDS	2436				hypothetical protein
AJBIFGEO_00670	CDS	402				hypothetical protein
AJBIFGEO_00671	CDS	471	nusB		COG0781	Transcription antitermination protein NusB
AJBIFGEO_00672	CDS	564	efp		COG0231	Elongation factor P
AJBIFGEO_00673	CDS	1119	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
AJBIFGEO_00674	CDS	693				hypothetical protein
AJBIFGEO_00675	CDS	444	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
AJBIFGEO_00676	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
AJBIFGEO_00677	CDS	531	aroK	2.7.1.71	COG0703	Shikimate kinase
AJBIFGEO_00678	CDS	1206	aroC	4.2.3.5	COG0082	Chorismate synthase
AJBIFGEO_00679	CDS	315				hypothetical protein
AJBIFGEO_00680	CDS	1212				hypothetical protein
AJBIFGEO_00681	CDS	558	lppA_1			Putative lipoprotein LppA
AJBIFGEO_00682	CDS	561	lppA_2			Putative lipoprotein LppA
AJBIFGEO_00683	CDS	306				hypothetical protein
AJBIFGEO_00684	CDS	414		3.1.-.-	COG1487	Ribonuclease VapC51
AJBIFGEO_00685	CDS	273				Putative antitoxin VapB19
AJBIFGEO_00686	CDS	378		3.1.-.-		Ribonuclease VapC19
AJBIFGEO_00687	CDS	375				hypothetical protein
AJBIFGEO_00688	CDS	396		3.1.-.-	COG2402	23S rRNA-specific endonuclease VapC20
AJBIFGEO_00689	CDS	246				Antitoxin VapB20
AJBIFGEO_00690	CDS	420				hypothetical protein
AJBIFGEO_00691	CDS	447	aroE	1.1.1.25		Shikimate dehydrogenase (NADP(+))
AJBIFGEO_00692	CDS	288	esxA		COG4842	6 kDa early secretory antigenic target
AJBIFGEO_00693	CDS	303	esxB			ESAT-6-like protein EsxB
AJBIFGEO_00694	CDS	1107				PPE family immunomodulator PPE68
AJBIFGEO_00695	CDS	297				PE family immunomodulator PE35
AJBIFGEO_00696	CDS	1776	eccCb1		COG1674	ESX-1 secretion system protein EccCb1
AJBIFGEO_00697	CDS	2244	eccCa1		COG1674	ESX-1 secretion system protein EccCa1
AJBIFGEO_00698	CDS	513	eccB1_2	3.6.-.-		ESX-1 secretion system ATPase EccB1
AJBIFGEO_00699	CDS	873				hypothetical protein
AJBIFGEO_00700	CDS	462				hypothetical protein
AJBIFGEO_00701	CDS	789				hypothetical protein
AJBIFGEO_00702	CDS	384				hypothetical protein
AJBIFGEO_00703	CDS	1407		2.3.1.20		Putative diacyglycerol O-acyltransferase
AJBIFGEO_00704	CDS	285				putative PE-PGRS family protein PE_PGRS24
AJBIFGEO_00705	CDS	591				hypothetical protein
AJBIFGEO_00706	CDS	813				PE-PGRS family protein PE_PGRS16
AJBIFGEO_00707	CDS	330			COG3391	PE-PGRS family protein PE_PGRS17
AJBIFGEO_00708	CDS	666				IS110 family transposase ISArsp3
AJBIFGEO_00709	CDS	1173	pknL	2.7.11.1	COG0515	Serine/threonine-protein kinase PknL
AJBIFGEO_00710	CDS	465				DNA-binding protein
AJBIFGEO_00711	CDS	1551	mptA	2.4.1.-		Alpha-(1->6)-mannopyranosyltransferase A
AJBIFGEO_00712	CDS	1059	sdsA	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
AJBIFGEO_00713	CDS	906				hypothetical protein
AJBIFGEO_00714	CDS	684	lppM			Protein LppM
AJBIFGEO_00715	CDS	621				hypothetical protein
AJBIFGEO_00716	CDS	405				hypothetical protein
AJBIFGEO_00717	CDS	432	mraZ		COG2001	Transcriptional regulator MraZ
AJBIFGEO_00718	CDS	1035	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
AJBIFGEO_00719	CDS	1155				hypothetical protein
AJBIFGEO_00720	CDS	1821	pbpB		COG0768	Penicillin-binding protein PbpB
AJBIFGEO_00721	CDS	186				hypothetical protein
AJBIFGEO_00722	CDS	300				hypothetical protein
AJBIFGEO_00723	CDS	231				hypothetical protein
AJBIFGEO_00724	CDS	816				hypothetical protein
AJBIFGEO_00725	CDS	507				hypothetical protein
AJBIFGEO_00726	CDS	705				hypothetical protein
AJBIFGEO_00727	CDS	255				hypothetical protein
AJBIFGEO_00728	CDS	480	lpqH_2			Lipoprotein LpqH
AJBIFGEO_00729	CDS	1875	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
AJBIFGEO_00730	CDS	1056				hypothetical protein
AJBIFGEO_00731	CDS	354			COG5416	putative membrane protein
AJBIFGEO_00732	CDS	1032	yehZ		COG1732	Glycine betaine-binding protein YehZ
AJBIFGEO_00733	CDS	1131	opuBA		COG1125	Choline transport ATP-binding protein OpuBA
AJBIFGEO_00734	CDS	690	opuBB		COG1174	Choline transport system permease protein OpuBB
AJBIFGEO_00735	CDS	720				hypothetical protein
AJBIFGEO_00736	CDS	1173				PPE family protein PPE18
AJBIFGEO_00737	CDS	297				PE family protein PE13
AJBIFGEO_00738	CDS	1350	kgtP			Alpha-ketoglutarate permease
AJBIFGEO_00739	CDS	903	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
AJBIFGEO_00740	CDS	507				hypothetical protein
AJBIFGEO_00741	CDS	534				hypothetical protein
AJBIFGEO_00742	CDS	1674	ilvB2	2.2.1.6	COG0028	Putative acetolactate synthase large subunit IlvB2
AJBIFGEO_00743	CDS	1011		4.1.3.39		4-hydroxy-2-oxovalerate aldolase
AJBIFGEO_00744	CDS	1095	fcl_1	1.1.1.271		GDP-L-fucose synthase
AJBIFGEO_00745	CDS	486				hypothetical protein
AJBIFGEO_00746	CDS	435				hypothetical protein
AJBIFGEO_00747	CDS	180				hypothetical protein
AJBIFGEO_00748	CDS	837				hypothetical protein
AJBIFGEO_00749	CDS	1548	ilvX	2.2.1.6	COG0028	Putative acetolactate synthase large subunit IlvX
AJBIFGEO_00750	CDS	3507				hypothetical protein
AJBIFGEO_00751	CDS	111				hypothetical protein
AJBIFGEO_00752	CDS	450	ephG	3.3.2.10	COG4308	Epoxide hydrolase EphG
AJBIFGEO_00753	CDS	1167	rebG	4.3.3.5		4'-demethylrebeccamycin synthase
AJBIFGEO_00754	CDS	207				hypothetical protein
AJBIFGEO_00755	CDS	270				hypothetical protein
AJBIFGEO_00756	CDS	1344	recA		COG0468	Protein RecA
AJBIFGEO_00757	CDS	537	recX		COG2137	Regulatory protein RecX
AJBIFGEO_00758	CDS	993				hypothetical protein
AJBIFGEO_00759	CDS	855				hypothetical protein
AJBIFGEO_00760	CDS	2100	pepN	3.4.11.2		Aminopeptidase N
AJBIFGEO_00761	CDS	468				putative protein
AJBIFGEO_00762	CDS	234				hypothetical protein
AJBIFGEO_00763	CDS	669				hypothetical protein
AJBIFGEO_00764	CDS	387	glbO		COG2346	Group 2 truncated hemoglobin GlbO
AJBIFGEO_00765	CDS	1563	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase
AJBIFGEO_00766	CDS	465				hypothetical protein
AJBIFGEO_00767	CDS	654				hypothetical protein
AJBIFGEO_00768	CDS	417				hypothetical protein
AJBIFGEO_00769	CDS	4875	gdh	1.4.1.2	COG2902	NAD-specific glutamate dehydrogenase
AJBIFGEO_00770	CDS	1677	ettA_2		COG0488	Energy-dependent translational throttle protein EttA
AJBIFGEO_00771	CDS	507				Single-stranded DNA-binding protein
AJBIFGEO_00772	CDS	2370	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
AJBIFGEO_00773	CDS	1743				hypothetical protein
AJBIFGEO_00774	CDS	1476		2.3.1.20		Putative diacyglycerol O-acyltransferase
