locus_tag	ftype	length_bp	gene	EC_number	COG	product
PAKPHHPE_00336	CDS	1401	dnaA		COG0593	Chromosomal replication initiator protein DnaA
PAKPHHPE_00337	CDS	1101	dnaN		COG0592	Beta sliding clamp
PAKPHHPE_00338	CDS	1074	recF_1		COG1195	DNA replication and repair protein RecF
PAKPHHPE_00339	CDS	2415	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
PAKPHHPE_00340	CDS	897	benM_1			HTH-type transcriptional regulator BenM
PAKPHHPE_00341	CDS	1191	dgoD_1	4.2.1.6	COG4948	D-galactonate dehydratase
PAKPHHPE_00342	CDS	1263	sauU_1			putative sulfoacetate transporter SauU
PAKPHHPE_00343	CDS	846	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
PAKPHHPE_00344	CDS	690	lutR		COG2186	HTH-type transcriptional regulator LutR
PAKPHHPE_00345	CDS	879	dgoK1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
PAKPHHPE_00346	CDS	618	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
PAKPHHPE_00347	CDS	1149	dgoD_2	4.2.1.6	COG4948	D-galactonate dehydratase
PAKPHHPE_00348	CDS	1293	dgoT			D-galactonate transporter
PAKPHHPE_00349	CDS	2736	torS	2.7.13.3	COG0784	Sensor protein TorS
PAKPHHPE_00350	CDS	1041	torT		COG1879	Periplasmic protein TorT
PAKPHHPE_00351	CDS	729	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
PAKPHHPE_00352	CDS	1185	torC		COG3005	Cytochrome c-type protein TorC
PAKPHHPE_00353	CDS	2553	torA	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 1
PAKPHHPE_00354	CDS	633	torD_1		COG3381	Chaperone protein TorD
PAKPHHPE_00355	CDS	1401				hypothetical protein
PAKPHHPE_00356	CDS	627	ccmA_1	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
PAKPHHPE_00357	CDS	657	ccmB_1		COG2386	Heme exporter protein B
PAKPHHPE_00358	CDS	738	ccmC_1		COG0755	Heme exporter protein C
PAKPHHPE_00359	CDS	213	ccmD_1		COG3114	Heme exporter protein D
PAKPHHPE_00360	CDS	480	ccmE_1		COG2332	Cytochrome c-type biogenesis protein CcmE
PAKPHHPE_00361	CDS	1932	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
PAKPHHPE_00362	CDS	558	dsbE_1		COG0526	Thiol:disulfide interchange protein DsbE
PAKPHHPE_00363	CDS	375				hypothetical protein
PAKPHHPE_00364	CDS	1230	pepT	3.4.11.4	COG2195	Peptidase T
PAKPHHPE_00365	CDS	1137	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
PAKPHHPE_00366	CDS	864	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
PAKPHHPE_00367	CDS	1011	sifA			Secreted effector protein SifA
PAKPHHPE_00368	CDS	780	ydcV_1			Inner membrane ABC transporter permease protein YdcV
PAKPHHPE_00369	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
PAKPHHPE_00370	CDS	822	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
PAKPHHPE_00371	CDS	912	nagK_1	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
PAKPHHPE_00372	CDS	1245	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
PAKPHHPE_00373	CDS	702	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
PAKPHHPE_00374	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
PAKPHHPE_00375	CDS	3447	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
PAKPHHPE_00376	CDS	966	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
PAKPHHPE_00377	CDS	258	bhsA			Multiple stress resistance protein BhsA
PAKPHHPE_00378	CDS	636	comR			HTH-type transcriptional repressor ComR
PAKPHHPE_00379	CDS	540				hypothetical protein
PAKPHHPE_00380	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
PAKPHHPE_00381	CDS	543				hypothetical protein
PAKPHHPE_00382	CDS	1026	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
PAKPHHPE_00383	CDS	825	thiK	2.7.1.89	COG0510	Thiamine kinase
PAKPHHPE_00384	CDS	639	lpoB		COG3417	Penicillin-binding protein activator LpoB
PAKPHHPE_00385	CDS	375				hypothetical protein
PAKPHHPE_00386	CDS	378	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
PAKPHHPE_00387	CDS	2175	fhuE		COG4773	FhuE receptor
PAKPHHPE_00388	CDS	1434	ptsG_1		COG1263	PTS system glucose-specific EIICB component
PAKPHHPE_00389	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
PAKPHHPE_00390	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
PAKPHHPE_00391	CDS	642	tmk	2.7.4.9	COG0125	Thymidylate kinase
PAKPHHPE_00392	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
PAKPHHPE_00393	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
PAKPHHPE_00394	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
PAKPHHPE_00395	CDS	237	acpP_1			Acyl carrier protein
PAKPHHPE_00396	CDS	735	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PAKPHHPE_00397	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
PAKPHHPE_00398	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
PAKPHHPE_00399	CDS	1050	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
PAKPHHPE_00400	CDS	174	rpmF		COG0333	50S ribosomal protein L32
PAKPHHPE_00401	CDS	522	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
PAKPHHPE_00402	CDS	585	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
PAKPHHPE_00403	CDS	225				hypothetical protein
PAKPHHPE_00404	CDS	762				hypothetical protein
PAKPHHPE_00405	CDS	1044	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
PAKPHHPE_00406	CDS	3204	rne	3.1.26.12	COG1530	Ribonuclease E
PAKPHHPE_00407	CDS	954	flgL		COG1344	Flagellar hook-associated protein 3
PAKPHHPE_00408	CDS	1662	flgK		COG1256	Flagellar hook-associated protein 1
PAKPHHPE_00409	CDS	951	flgJ	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
PAKPHHPE_00410	CDS	1098	flgI			Flagellar P-ring protein
PAKPHHPE_00411	CDS	666	flgH			Flagellar L-ring protein
PAKPHHPE_00412	CDS	783	flgG		COG4786	Flagellar basal-body rod protein FlgG
PAKPHHPE_00413	CDS	756	flgF		COG4787	Flagellar basal-body rod protein FlgF
PAKPHHPE_00414	CDS	1212	flgE		COG1749	Flagellar hook protein FlgE
PAKPHHPE_00415	CDS	699	flgD		COG1843	Basal-body rod modification protein FlgD
PAKPHHPE_00416	CDS	405	flgC		COG1558	Flagellar basal-body rod protein FlgC
PAKPHHPE_00417	CDS	417	flgB		COG1815	Flagellar basal body rod protein FlgB
PAKPHHPE_00418	CDS	660	flgA		COG1261	Flagella basal body P-ring formation protein FlgA
PAKPHHPE_00419	CDS	294	flgM		COG2747	Negative regulator of flagellin synthesis
PAKPHHPE_00420	CDS	423	flgN		COG3418	Flagella synthesis protein FlgN
PAKPHHPE_00421	CDS	1575	murJ		COG0728	putative lipid II flippase MurJ
PAKPHHPE_00422	CDS	924	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
PAKPHHPE_00423	CDS	648				hypothetical protein
PAKPHHPE_00424	CDS	585	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
PAKPHHPE_00425	CDS	1209	mdtH			Multidrug resistance protein MdtH
PAKPHHPE_00426	CDS	648	grxB		COG2999	Glutaredoxin 2
PAKPHHPE_00427	CDS	561	yceB			putative lipoprotein YceB
PAKPHHPE_00428	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
PAKPHHPE_00429	CDS	246	dinI_1			DNA damage-inducible protein I
PAKPHHPE_00430	CDS	255	bssS			Biofilm regulator BssS
PAKPHHPE_00431	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
PAKPHHPE_00432	CDS	114	yceO			putative protein YceO
PAKPHHPE_00433	CDS	573	yceJ		COG3038	Cytochrome b561 
PAKPHHPE_00434	CDS	576	yceI_1		COG2353	Protein YceI
PAKPHHPE_00435	CDS	1053				hypothetical protein
PAKPHHPE_00436	CDS	921	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
PAKPHHPE_00437	CDS	1215	sbnD_1			Staphyloferrin B transporter
PAKPHHPE_00438	CDS	375				hypothetical protein
PAKPHHPE_00439	CDS	228				hypothetical protein
PAKPHHPE_00440	CDS	2544	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
PAKPHHPE_00441	CDS	1554	mdoG		COG3131	Glucans biosynthesis protein G
PAKPHHPE_00442	CDS	1155	mdoC	2.1.-.-		Glucans biosynthesis protein C
PAKPHHPE_00443	CDS	1485	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
PAKPHHPE_00444	CDS	540	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
PAKPHHPE_00445	CDS	321	ymdA			putative protein YmdA
PAKPHHPE_00446	CDS	327	csgC			Curli assembly protein CsgC
PAKPHHPE_00447	CDS	456	csgA			Major curlin subunit
PAKPHHPE_00448	CDS	456	csgB			Minor curlin subunit
PAKPHHPE_00449	CDS	651	csgD		COG2771	putative csgAB operon transcriptional regulatory protein
PAKPHHPE_00450	CDS	396	csgE			Curli production assembly/transport component CsgE
PAKPHHPE_00451	CDS	417	csgF			Curli production assembly/transport component CsgF
PAKPHHPE_00452	CDS	834	csgG		COG1462	Curli production assembly/transport component CsgG
PAKPHHPE_00453	CDS	495	ycdZ			Inner membrane protein YcdZ
PAKPHHPE_00454	CDS	555	ycdY		COG3381	Chaperone protein YcdY
PAKPHHPE_00455	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
PAKPHHPE_00456	CDS	939	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
PAKPHHPE_00457	tRNA	88				tRNA-Ser(gga)
PAKPHHPE_00458	CDS	276				hypothetical protein
PAKPHHPE_00459	CDS	171				hypothetical protein
PAKPHHPE_00460	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
PAKPHHPE_00461	CDS	759	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
PAKPHHPE_00462	CDS	678	rpe_1	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
PAKPHHPE_00463	CDS	837	dam	2.1.1.72	COG0338	DNA adenine methylase
PAKPHHPE_00464	CDS	1278	damX		COG3266	Cell division protein DamX
PAKPHHPE_00465	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
PAKPHHPE_00466	CDS	522	aroK	2.7.1.71	COG0703	Shikimate kinase 1
PAKPHHPE_00467	CDS	1203	pilQ		COG4796	Type IV pilus biogenesis and competence protein PilQ
PAKPHHPE_00468	CDS	402				hypothetical protein
PAKPHHPE_00469	CDS	474				hypothetical protein
PAKPHHPE_00470	CDS	540				hypothetical protein
PAKPHHPE_00471	CDS	780				hypothetical protein
PAKPHHPE_00472	CDS	2553	mrcA		COG5009	Penicillin-binding protein 1A
PAKPHHPE_00473	CDS	564	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
PAKPHHPE_00474	CDS	2133	igaA			Intracellular growth attenuator protein igaA
PAKPHHPE_00475	CDS	669	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
PAKPHHPE_00476	CDS	402	hslR		COG1188	Heat shock protein 15
PAKPHHPE_00477	CDS	879	hslO		COG1281	33 kDa chaperonin
PAKPHHPE_00478	CDS	1710				hypothetical protein
PAKPHHPE_00479	CDS	1620	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
PAKPHHPE_00480	CDS	1353	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
PAKPHHPE_00481	CDS	720	ompR			Transcriptional regulatory protein OmpR
PAKPHHPE_00482	CDS	474	greB		COG0782	Transcription elongation factor GreB
PAKPHHPE_00483	CDS	2331	yhgF		COG2183	Protein YhgF
PAKPHHPE_00484	CDS	228	feoA		COG1918	Fe(2+) transport protein A
PAKPHHPE_00485	CDS	2319	feoB		COG0370	Fe(2+) transporter FeoB
PAKPHHPE_00486	CDS	237	feoC			putative [Fe-S]-dependent transcriptional repressor FeoC
PAKPHHPE_00487	CDS	915				ISNCY family transposase ISSen7
PAKPHHPE_00488	CDS	771	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
PAKPHHPE_00489	CDS	684	prs_1			Putative ribose-phosphate pyrophosphokinase
PAKPHHPE_00490	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
PAKPHHPE_00491	CDS	1317	gntT_1		COG2610	High-affinity gluconate transporter
PAKPHHPE_00492	CDS	2079	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
PAKPHHPE_00493	CDS	2394	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
PAKPHHPE_00494	CDS	2706	malT_1		COG2909	HTH-type transcriptional regulator MalT
PAKPHHPE_00495	CDS	276	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
PAKPHHPE_00496	CDS	261	dinJ			Antitoxin DinJ
PAKPHHPE_00497	CDS	1020	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
PAKPHHPE_00498	CDS	1218	rtcB_1	6.5.1.-	COG1690	RNA-splicing ligase RtcB
PAKPHHPE_00499	CDS	1554	rsr			60 kDa SS-A/Ro ribonucleoprotein 
PAKPHHPE_00500	CDS	1584	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
PAKPHHPE_00501	CDS	759	glpR		COG1349	Glycerol-3-phosphate regulon repressor
PAKPHHPE_00502	CDS	831	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
PAKPHHPE_00503	CDS	327	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
PAKPHHPE_00504	CDS	1509	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
PAKPHHPE_00505	CDS	546				hypothetical protein
PAKPHHPE_00506	CDS	1497				hypothetical protein
PAKPHHPE_00507	CDS	1110	gldA_1	1.1.1.6	COG0371	Glycerol dehydrogenase
PAKPHHPE_00508	CDS	1335	ttuB_1			Putative tartrate transporter
PAKPHHPE_00509	CDS	1716	ilvD_2	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
PAKPHHPE_00510	CDS	906	yjhH	4.1.2.28	COG0329	putative 2-dehydro-3-deoxy-D-pentonate aldolase YjhH
PAKPHHPE_00511	CDS	756	rhmR_1		COG1414	putative HTH-type transcriptional regulator RhmR
PAKPHHPE_00512	CDS	2448	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
PAKPHHPE_00513	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
PAKPHHPE_00514	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
PAKPHHPE_00515	CDS	1977	glgX_1	3.2.1.196	COG1523	Glycogen debranching enzyme
PAKPHHPE_00516	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
PAKPHHPE_00517	CDS	1107	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
PAKPHHPE_00518	CDS	1341	gntU		COG2610	Low-affinity gluconate transporter
PAKPHHPE_00519	CDS	609	gntK_1	2.7.1.12	COG3265	Thermoresistant gluconokinase
PAKPHHPE_00520	CDS	996	gntR_1			HTH-type transcriptional regulator GntR
PAKPHHPE_00521	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
PAKPHHPE_00522	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
PAKPHHPE_00523	CDS	126				hypothetical protein
PAKPHHPE_00524	CDS	489	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
PAKPHHPE_00525	CDS	1215	RBKS_1	2.7.1.15		Ribokinase
PAKPHHPE_00526	CDS	762				hypothetical protein
PAKPHHPE_00527	CDS	972				hypothetical protein
PAKPHHPE_00528	CDS	1035	php		COG1735	Phosphotriesterase homology protein
PAKPHHPE_00529	CDS	1743	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
PAKPHHPE_00530	CDS	417	yhhA			putative protein YhhA
PAKPHHPE_00531	CDS	741	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
PAKPHHPE_00532	CDS	1071	ugpC	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
PAKPHHPE_00533	CDS	846	lacG			Lactose transport system permease protein LacG
PAKPHHPE_00534	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
PAKPHHPE_00535	CDS	1317	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
PAKPHHPE_00536	CDS	369				hypothetical protein
PAKPHHPE_00537	CDS	222				hypothetical protein
PAKPHHPE_00538	CDS	714	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
PAKPHHPE_00539	CDS	768	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
PAKPHHPE_00540	CDS	1278				hypothetical protein
PAKPHHPE_00541	CDS	351	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
PAKPHHPE_00542	CDS	552	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
PAKPHHPE_00543	CDS	1110	livK		COG0683	Leucine-specific-binding protein
PAKPHHPE_00544	CDS	384	panM			PanD regulatory factor
PAKPHHPE_00545	CDS	1098	livJ		COG0683	Leu/Ile/Val/Thr-binding protein
PAKPHHPE_00546	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
PAKPHHPE_00547	CDS	1056	ftsX		COG2177	Cell division protein FtsX
PAKPHHPE_00548	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
PAKPHHPE_00549	CDS	1476	ftsY		COG0552	Signal recognition particle receptor FtsY
PAKPHHPE_00550	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
PAKPHHPE_00551	CDS	270				hypothetical protein
PAKPHHPE_00552	CDS	372				hypothetical protein
PAKPHHPE_00553	CDS	627				hypothetical protein
PAKPHHPE_00554	CDS	2199	zntA	3.6.3.3		Zinc/cadmium/lead-transporting P-type ATPase
PAKPHHPE_00555	CDS	1644	tsr_1		COG0840	Methyl-accepting chemotaxis protein I
PAKPHHPE_00556	CDS	336	tusA			Sulfur carrier protein TusA
PAKPHHPE_00557	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
PAKPHHPE_00558	CDS	558				hypothetical protein
PAKPHHPE_00559	CDS	1260	yhhS			putative MFS-type transporter YhhS
PAKPHHPE_00560	CDS	1050	yhhT		COG0628	Putative transport protein YhhT
PAKPHHPE_00561	CDS	579				hypothetical protein
PAKPHHPE_00562	CDS	438	nikR		COG0864	Nickel-responsive regulator
PAKPHHPE_00563	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
PAKPHHPE_00564	CDS	2742	rbbA		COG0842	Ribosome-associated ATPase
PAKPHHPE_00565	CDS	1068				hypothetical protein
PAKPHHPE_00566	CDS	1197			COG2081	putative protein
PAKPHHPE_00567	CDS	1497	pitA		COG0306	Low-affinity inorganic phosphate transporter 1
PAKPHHPE_00568	CDS	336	uspB			Universal stress protein B
PAKPHHPE_00569	CDS	435	uspA		COG0589	Universal stress protein A
PAKPHHPE_00570	CDS	1470	dtpB		COG3104	Dipeptide and tripeptide permease B
PAKPHHPE_00571	CDS	759	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
PAKPHHPE_00572	CDS	2043	prlC	3.4.24.70	COG0339	Oligopeptidase A
PAKPHHPE_00573	CDS	1272				hypothetical protein
PAKPHHPE_00574	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
PAKPHHPE_00575	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
PAKPHHPE_00576	CDS	1044	ansB_1	3.5.1.1		L-asparaginase
PAKPHHPE_00577	CDS	1320	dcuA_1		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
PAKPHHPE_00578	CDS	846	frlD	2.7.1.-	COG0524	Fructosamine kinase FrlD
PAKPHHPE_00579	CDS	978	frlB_1	3.5.-.-	COG2222	Fructosamine deglycase FrlB
PAKPHHPE_00580	CDS	720	nagR_1		COG2188	HTH-type transcriptional repressor NagR
PAKPHHPE_00581	CDS	1650	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
PAKPHHPE_00582	CDS	1590				hypothetical protein
PAKPHHPE_00583	CDS	357				hypothetical protein
PAKPHHPE_00584	CDS	603	yhjB			Putative HTH-type transcriptional regulator YhjB
PAKPHHPE_00585	CDS	900	dmlR_1			HTH-type transcriptional regulator DmlR
PAKPHHPE_00586	CDS	1029	yhjD		COG1295	Inner membrane protein YhjD
PAKPHHPE_00587	CDS	1323	yhjE			Inner membrane metabolite transport protein YhjE
PAKPHHPE_00588	CDS	2061				hypothetical protein
PAKPHHPE_00589	CDS	768	pdeH	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
PAKPHHPE_00590	CDS	930	kdgK	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
PAKPHHPE_00591	CDS	1488	yhjJ		COG0612	Protein YhjJ
PAKPHHPE_00592	CDS	1287	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
PAKPHHPE_00593	CDS	2007	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
PAKPHHPE_00594	CDS	3543	bcsC		COG0457	Cellulose synthase operon protein C
PAKPHHPE_00595	CDS	1110	bcsZ	3.2.1.4	COG3405	Endoglucanase
PAKPHHPE_00596	CDS	2151	bcsB			Cyclic di-GMP-binding protein
PAKPHHPE_00597	CDS	2625	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
PAKPHHPE_00598	CDS	753	bcsQ			Cellulose biosynthesis protein BcsQ
PAKPHHPE_00599	CDS	204	yhjR			Protein YhjR
PAKPHHPE_00600	CDS	1560	bcsE			Cyclic di-GMP binding protein BcsE
PAKPHHPE_00601	CDS	192				hypothetical protein
PAKPHHPE_00602	CDS	1680	bcsG			Cellulose biosynthesis protein BcsG
PAKPHHPE_00603	CDS	108	ldrD			Small toxic polypeptide LdrD
PAKPHHPE_00604	CDS	1299	yhjV		COG0814	Inner membrane transport protein YhjV
PAKPHHPE_00605	CDS	1014	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
PAKPHHPE_00606	CDS	984	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
PAKPHHPE_00607	CDS	903	dppC_1		COG1173	Dipeptide transport system permease protein DppC
PAKPHHPE_00608	CDS	1020	dppB_1		COG0601	Dipeptide transport system permease protein DppB
PAKPHHPE_00609	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
PAKPHHPE_00610	CDS	1326	pucK		COG2233	Uric acid permease PucK
PAKPHHPE_00611	CDS	1125				hypothetical protein
PAKPHHPE_00612	CDS	1008	malR		COG1609	HTH-type transcriptional regulator MalR
PAKPHHPE_00613	tRNA	77				tRNA-Pro(cgg)
PAKPHHPE_00614	CDS	1692	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
PAKPHHPE_00615	CDS	528	lpfE			putative fimbrial subunit LpfE
PAKPHHPE_00616	CDS	513	lpfD_1			putative minor fimbrial subunit LpfD
PAKPHHPE_00617	CDS	402	lpfD_2			putative minor fimbrial subunit LpfD
PAKPHHPE_00618	CDS	2529	elfC_1		COG3188	putative outer membrane usher protein ElfC
PAKPHHPE_00619	CDS	699	lpfB_1			putative fimbrial chaperone LpfB
PAKPHHPE_00620	CDS	525	lpfA			putative major fimbrial subunit LpfA
PAKPHHPE_00621	CDS	189				hypothetical protein
PAKPHHPE_00622	CDS	705				hypothetical protein
PAKPHHPE_00623	CDS	582	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
PAKPHHPE_00624	CDS	441	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
PAKPHHPE_00625	CDS	2334	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
PAKPHHPE_00626	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
PAKPHHPE_00627	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
PAKPHHPE_00628	CDS	711				hypothetical protein
PAKPHHPE_00629	CDS	333				hypothetical protein
PAKPHHPE_00630	CDS	213	cspA		COG1278	Cold shock protein CspA
PAKPHHPE_00631	CDS	540				hypothetical protein
PAKPHHPE_00632	CDS	486				hypothetical protein
PAKPHHPE_00633	CDS	267				hypothetical protein
PAKPHHPE_00634	CDS	468	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
PAKPHHPE_00635	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
PAKPHHPE_00636	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
PAKPHHPE_00637	CDS	303				hypothetical protein
PAKPHHPE_00638	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
PAKPHHPE_00639	CDS	354				hypothetical protein
PAKPHHPE_00640	CDS	1455	xylB	2.7.1.17	COG1070	Xylulose kinase
PAKPHHPE_00641	CDS	1323	xylA	5.3.1.5		Xylose isomerase
PAKPHHPE_00642	CDS	1179	xylR			Xylose operon regulatory protein
PAKPHHPE_00643	CDS	825				hypothetical protein
PAKPHHPE_00644	CDS	2028	malS	3.2.1.1	COG0366	Periplasmic alpha-amylase
PAKPHHPE_00645	CDS	1251	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
PAKPHHPE_00646	CDS	474	hyfA_1	1.-.-.-	COG1142	Hydrogenase-4 component A
PAKPHHPE_00647	CDS	801	yiaJ		COG1414	DNA-binding transcriptional repressor YiaJ
PAKPHHPE_00648	CDS	999	dlgD	1.1.1.130	COG2055	2,3-diketo-L-gulonate reductase
PAKPHHPE_00649	CDS	465	yhcH_1		COG2731	putative protein YhcH
PAKPHHPE_00650	CDS	933	yiaX1			putative protein YiaX1
PAKPHHPE_00651	CDS	474	yiaM		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
PAKPHHPE_00652	CDS	1278	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
PAKPHHPE_00653	CDS	987	yiaO		COG1638	2,3-diketo-L-gulonate-binding periplasmic protein YiaO
PAKPHHPE_00654	CDS	1497	lyx	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
PAKPHHPE_00655	CDS	663	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
